accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,tilt_x_deg,tilt_y_deg,vibration_rms_g,displacement_mm,crack_width_mm,label,risk_score,risk_status
0.0075,-0.0269,0.997,-0.096,-0.847,0.094,0.44,0.03,0.00648,0.11,0.0,0,5.9,LOW
0.0585,0.0259,0.9408,-0.607,7.36,7.591,2.334,3.22,0.01514,0.0,1.741,1,63.2,HIGH
0.0066,0.0454,1.0008,0.048,-0.176,-0.124,0.415,0.473,0.00523,0.0,0.028,0,5.8,LOW
0.0191,0.0158,1.0121,1.06,-1.609,0.531,0.814,0.347,0.00549,0.09,0.0,0,11.9,LOW
-0.0623,0.05,1.0079,-1.063,-0.037,0.253,0.742,0.044,0.0033,0.08,0.081,0,7.9,LOW
0.0596,-0.0481,0.8802,2.303,2.129,-3.982,2.065,4.543,0.01064,4.96,1.655,1,79.4,HIGH
0.0208,0.0261,0.9979,0.323,0.785,0.292,0.174,0.039,0.00511,0.0,0.0,0,4.2,LOW
-0.0506,0.0069,0.9949,1.916,0.464,-0.864,0.365,0.28,0.00729,0.01,0.05,0,9.3,LOW
0.0024,0.0112,0.9933,0.504,-0.535,-0.055,0.091,0.549,0.00246,0.07,0.02,0,6.0,LOW
0.006,-0.0106,0.9999,0.42,-0.598,-0.161,0.0,0.354,0.00727,0.01,0.0,0,4.8,LOW
-0.0235,0.0231,1.0024,1.325,1.407,1.704,0.426,0.005,0.00215,0.0,0.0,0,6.7,LOW
-0.0338,-0.0044,0.9923,-0.731,0.637,0.365,1.099,0.0,0.00874,0.14,0.011,0,10.4,LOW
0.0567,-0.0373,0.9281,-0.419,-5.844,-4.44,6.208,6.089,0.01845,4.15,1.31,1,95.0,CRITICAL
-0.0491,-0.0144,1.0138,-1.286,-1.393,1.646,0.458,0.491,0.00854,0.0,0.024,0,13.0,LOW
-0.0075,0.05,1.0122,-0.051,0.924,-0.611,0.508,0.03,0.00491,0.0,0.07,0,8.1,LOW
0.0075,-0.0152,1.0132,-0.116,0.782,-0.854,1.062,0.614,0.00399,0.0,0.0,0,12.3,LOW
-0.002,-0.0138,0.9771,0.556,0.985,-2.033,0.452,1.053,0.00891,0.0,0.0,0,16.8,LOW
0.0085,0.0324,0.986,0.631,-1.188,0.427,0.517,0.275,0.00841,0.17,0.033,0,11.1,LOW
0.0288,-0.025,0.9895,-0.298,0.515,1.088,0.0,0.219,0.0,0.0,0.0,0,4.8,LOW
-0.046,-0.0249,0.949,7.735,1.045,5.182,2.242,4.608,0.0,4.79,0.179,1,62.1,HIGH
0.0109,0.0213,0.9905,0.099,-1.627,0.522,0.504,0.6,0.00607,0.01,0.035,0,10.9,LOW
0.0027,-0.0316,1.0037,0.598,0.165,1.66,0.522,0.592,0.00388,0.0,0.078,0,9.4,LOW
-0.0403,0.0439,0.9877,1.763,-0.68,0.359,0.414,0.14,0.0068,0.25,0.0,0,10.1,LOW
-0.0132,0.024,1.0056,0.345,0.972,0.773,0.166,0.606,0.00304,0.0,0.042,0,7.3,LOW
-0.0129,0.0005,1.0098,0.742,-0.705,-0.039,0.583,0.15,0.0049,0.0,0.0,0,7.9,LOW
-0.0586,-0.0212,0.9998,0.697,0.749,2.598,0.487,0.403,0.004,0.09,0.04,0,9.4,LOW
0.0128,0.018,0.9936,-1.176,-0.992,1.126,0.791,0.792,0.00896,0.0,0.033,0,13.3,LOW
-0.0457,-0.0352,0.9921,0.839,1.404,-0.145,0.787,0.387,0.00292,0.0,0.025,0,9.7,LOW
-0.0304,-0.1085,1.0455,-1.222,-4.527,0.769,7.067,4.103,0.01219,7.83,0.419,1,82.3,CRITICAL
-0.0087,0.0257,0.9829,-0.22,0.734,-1.338,0.19,0.295,0.00584,0.15,0.024,0,9.8,LOW
0.0261,0.042,0.9947,-1.893,1.463,0.457,0.706,0.328,0.00624,0.0,0.035,0,10.9,LOW
0.0033,0.0102,1.0011,-0.506,-0.373,-0.722,0.554,0.649,0.00064,0.0,0.131,0,7.3,LOW
0.06,-0.0571,0.9917,1.11,-1.008,2.174,0.278,0.429,0.00452,0.0,0.0,0,9.8,LOW
-0.0497,-0.0084,1.0283,0.371,6.823,1.232,5.148,3.142,0.02131,4.0,0.349,1,65.4,HIGH
0.0928,-0.1011,0.9309,-0.814,-3.479,-2.867,3.687,5.586,0.01505,6.03,0.153,1,75.1,HIGH
0.0677,0.0035,1.0128,-0.114,0.419,0.699,0.239,0.487,0.00275,0.0,0.025,0,7.6,LOW
0.0325,0.0328,1.0175,0.422,-0.205,0.094,0.799,0.383,0.00451,0.09,0.0,0,10.5,LOW
0.0126,0.0275,0.9912,-1.318,-2.706,0.199,0.499,0.892,0.00561,0.0,0.0,0,13.5,LOW
-0.102,0.0614,0.9158,2.355,-3.175,4.164,1.835,6.153,0.00545,5.69,0.882,1,74.8,HIGH
0.0347,0.0155,1.0008,-1.334,-1.224,-0.982,0.255,0.574,0.00218,0.0,0.0,0,7.2,LOW
0.154,-0.0919,0.928,6.79,-5.607,-1.085,3.188,3.527,0.00717,8.55,1.152,1,79.6,HIGH
0.0512,0.028,0.9845,-1.182,-0.043,-0.049,0.675,0.592,0.0,0.0,0.009,0,10.0,LOW
-0.0098,-0.0036,0.9915,0.054,-1.281,-1.274,0.586,0.223,0.00663,0.0,0.0,0,9.6,LOW
0.0378,-0.0214,0.9912,0.528,-0.452,1.007,0.878,0.293,0.00384,0.03,0.0,0,9.5,LOW
0.0175,0.0436,0.9993,1.417,-1.266,0.698,0.465,0.365,0.0067,0.0,0.0,0,8.5,LOW
0.0295,-0.0251,1.0124,-0.961,0.896,0.275,0.97,0.697,0.00381,0.0,0.061,0,12.6,LOW
-0.0249,-0.0556,1.0041,-0.142,-0.861,0.503,0.54,0.491,0.00278,0.11,0.0,0,7.5,LOW
0.014,-0.0484,1.0103,-2.029,0.94,0.461,0.072,0.226,0.00549,0.06,0.0,0,8.4,LOW
0.013,0.0184,0.9953,0.078,0.241,0.557,0.055,0.157,0.00561,0.03,0.0,0,4.4,LOW
-0.0057,0.0015,1.0066,-2.133,-0.539,-0.032,0.264,0.813,0.00608,0.02,0.0,0,10.8,LOW
0.0078,-0.0175,0.9888,-0.265,0.511,0.942,0.0,0.35,0.00458,0.05,0.0,0,6.8,LOW
-0.0113,0.0083,1.0018,-1.725,-1.397,-0.24,0.464,0.455,0.00303,0.0,0.0,0,8.3,LOW
0.0058,0.0145,1.0136,0.136,0.85,-0.315,0.6,0.415,0.00493,0.0,0.044,0,9.9,LOW
0.0285,0.0336,0.9959,-0.717,0.34,-0.41,0.784,0.063,0.00321,0.04,0.0,0,6.6,LOW
-0.0642,-0.0192,0.9934,0.78,0.857,-0.07,0.358,0.174,0.00332,0.12,0.023,0,6.5,LOW
-0.0015,0.0069,0.9933,0.045,1.12,0.547,0.0,0.86,0.00267,0.0,0.036,0,7.6,LOW
-0.0049,-0.0099,0.9899,-0.655,-0.465,0.029,0.764,0.502,0.00138,0.09,0.0,0,8.9,LOW
0.0051,-0.0151,1.0217,1.921,0.586,-0.202,0.185,0.794,0.00248,0.05,0.0,0,12.1,LOW
-0.0611,-0.0351,0.9977,0.497,-1.15,-0.177,0.627,0.397,0.00367,0.15,0.053,0,8.1,LOW
0.0101,-0.0493,0.9988,1.355,-0.51,-1.363,0.216,0.582,0.0054,0.0,0.0,0,8.0,LOW
-0.0173,0.0551,1.0006,-1.229,1.443,1.441,0.982,0.729,0.00563,0.0,0.065,0,12.5,LOW
-0.0109,-0.0643,1.0077,0.12,-0.984,-0.311,0.125,0.337,0.00129,0.01,0.0,0,5.4,LOW
0.1491,-0.0119,1.0421,6.635,-6.123,5.611,5.066,9.138,0.00206,1.4,0.451,1,86.9,CRITICAL
0.0103,-0.0227,1.0055,1.646,1.387,-0.8,0.542,0.33,0.00568,0.0,0.002,0,9.7,LOW
0.0107,0.0553,0.9937,-1.113,0.529,0.729,0.71,0.623,0.00455,0.0,0.07,0,10.5,LOW
0.1,-0.0298,0.9171,-2.146,-2.642,2.667,6.397,1.748,0.00975,15.02,1.995,1,98.6,CRITICAL
-0.1132,-0.0366,0.9674,-6.806,6.153,-5.862,4.297,3.532,0.03135,8.17,1.137,1,85.6,CRITICAL
0.0193,-0.0596,0.9733,-2.332,-1.145,-0.255,3.433,5.855,0.01832,4.03,0.87,1,64.3,HIGH
0.0127,0.012,1.0002,-2.03,-0.577,0.202,0.515,0.799,0.00734,0.0,0.0,0,10.7,LOW
-0.0155,-0.0185,0.9887,0.677,-0.26,-0.444,0.279,0.409,0.00309,0.1,0.0,0,7.4,LOW
-0.0087,-0.0097,1.0078,1.032,-2.207,0.723,0.894,0.619,0.00503,0.0,0.016,0,13.0,LOW
-0.0031,0.0167,0.9962,0.115,-0.611,0.634,0.418,0.962,0.0056,0.13,0.0,0,9.6,LOW
0.0235,-0.0368,1.004,-1.915,0.399,-0.837,0.212,0.205,0.00734,0.07,0.026,0,8.1,LOW
-0.001,0.0082,0.9998,-0.147,-1.156,1.404,0.022,0.379,0.00542,0.0,0.045,0,6.2,LOW
0.0357,-0.0127,1.0116,-3.47,0.243,0.23,1.077,0.389,0.00768,0.0,0.083,0,16.1,LOW
0.0004,-0.0043,0.9888,-0.777,-0.272,-1.262,0.579,0.72,0.00492,0.0,0.036,0,11.4,LOW
0.0352,-0.0012,0.9943,1.458,-1.032,-0.146,0.64,0.536,0.0062,0.09,0.049,0,10.8,LOW
0.0481,0.0285,1.0139,0.952,-0.603,0.518,0.315,0.911,0.00593,0.03,0.032,0,11.5,LOW
-0.0167,0.0684,0.9958,1.25,1.002,-0.067,0.97,0.66,0.00597,0.1,0.055,0,12.0,LOW
0.0317,-0.0312,1.0185,-1.239,-0.322,0.496,0.468,0.671,0.00853,0.1,0.09,0,13.5,LOW
0.0397,0.0008,1.0144,-1.032,0.285,0.137,0.895,0.343,0.00442,0.0,0.03,0,10.9,LOW
-0.0124,0.0115,1.0019,-0.17,-0.132,-0.259,0.674,0.773,0.006,0.0,0.082,0,8.9,LOW
-0.0415,-0.0193,0.9968,-0.557,0.359,0.102,0.539,0.484,0.00273,0.0,0.0,0,6.6,LOW
-0.0281,0.008,1.0066,0.282,2.385,0.435,0.386,0.648,0.00738,0.08,0.022,0,11.6,LOW
0.038,0.009,0.9452,1.728,3.423,4.62,4.901,1.816,0.02434,7.02,0.611,1,71.2,HIGH
0.153,-0.1275,0.9638,8.267,10.175,-7.279,1.846,1.799,0.00889,0.2,1.002,1,52.4,MEDIUM
0.0094,0.0154,0.998,-0.17,-0.353,0.295,0.928,0.34,0.00027,0.05,0.0,0,6.4,LOW
0.051,-0.009,0.9958,0.17,-0.448,-0.216,0.361,0.424,0.00684,0.02,0.0,0,6.9,LOW
0.029,-0.0417,1.0115,0.072,-0.795,0.45,0.566,0.174,0.00634,0.0,0.0,0,8.5,LOW
0.0081,-0.0553,1.0085,2.693,-0.203,-0.614,0.661,0.84,0.00394,0.0,0.0,0,13.0,LOW
-0.0081,0.0311,1.0036,0.144,-0.415,1.019,0.808,0.0,0.00864,0.0,0.013,0,8.3,LOW
-0.0139,0.0141,1.0019,0.134,0.895,2.528,0.0,0.434,0.00371,0.12,0.016,0,7.6,LOW
-0.0598,-0.0021,0.9962,0.311,-0.807,-2.222,0.058,0.457,0.00161,0.0,0.081,0,7.3,LOW
-0.0112,0.0392,1.0003,-0.401,-0.931,0.505,0.116,0.445,0.00704,0.0,0.0,0,6.1,LOW
0.1657,0.0628,0.8505,-3.984,-0.004,2.014,1.288,1.336,0.01351,4.39,0.52,1,62.5,HIGH
0.0097,-0.0128,0.9894,0.78,1.005,-1.409,0.601,0.538,0.00578,0.0,0.0,0,11.3,LOW
0.0082,0.0139,0.9911,-1.221,-2.275,-0.272,0.68,0.24,0.00394,0.06,0.031,0,10.8,LOW
0.0352,0.0304,0.9813,0.082,-0.6,1.671,0.266,0.295,0.00392,0.08,0.0,0,10.0,LOW
-0.0507,0.0009,0.9969,-0.653,0.715,2.019,0.778,0.986,0.00754,0.21,0.0,0,13.7,LOW
-0.0021,0.0288,1.0095,-0.993,-0.44,-0.487,0.0,0.721,0.00534,0.0,0.0,0,8.2,LOW
-0.0203,0.0592,1.0118,0.755,0.562,1.874,1.091,0.322,0.00612,0.04,0.0,0,13.1,LOW
-0.0203,0.0165,1.0025,0.252,2.374,0.827,0.453,0.665,0.00744,0.04,0.0,0,11.1,LOW
0.0089,0.0449,1.0042,-1.325,0.218,1.22,0.253,0.027,0.00821,0.0,0.015,0,7.2,LOW
0.0617,-0.0346,0.9962,0.075,0.223,0.192,0.073,0.674,0.00293,0.0,0.016,0,5.2,LOW
-0.0114,-0.0249,1.0048,-0.291,0.842,-0.229,0.508,1.29,0.0068,0.0,0.002,0,11.6,LOW
0.0177,-0.0113,1.0181,2.159,0.979,1.907,0.601,1.063,0.00378,0.04,0.023,0,16.2,LOW
0.0206,-0.0244,1.0066,-0.429,-0.459,0.806,0.707,0.27,0.00669,0.09,0.017,0,9.0,LOW
-0.0133,0.0013,0.9997,1.417,0.631,1.468,0.135,0.149,0.00703,0.0,0.0,0,6.5,LOW
-0.084,-0.0404,0.9782,-5.243,4.41,0.447,0.0,4.262,0.02426,2.14,0.941,1,48.0,MEDIUM
-0.0227,0.0302,0.9873,0.608,-1.007,0.121,0.406,0.787,0.00047,0.03,0.0,0,9.3,LOW
-0.0055,-0.0346,0.9838,-0.412,0.625,-0.162,0.415,0.723,0.0064,0.13,0.0,0,11.1,LOW
-0.0834,-0.006,1.0021,0.564,1.286,-0.048,1.496,0.162,0.00695,0.0,0.051,0,11.5,LOW
-0.0009,0.0026,0.9865,1.451,0.118,1.043,0.781,0.441,0.00238,0.1,0.0,0,11.2,LOW
-0.0088,0.0159,1.0108,-0.117,-1.146,0.281,0.273,0.163,0.00447,0.12,0.0,0,7.3,LOW
-0.0699,-0.0088,0.9417,-5.532,-3.562,5.866,4.868,3.544,0.00774,7.05,0.768,1,78.8,HIGH
-0.0161,-0.0322,0.9962,1.049,0.194,0.048,0.796,0.2,0.00471,0.08,0.001,0,7.9,LOW
0.0046,-0.0013,0.991,0.543,-0.657,0.041,0.699,0.528,0.00697,0.07,0.081,0,10.6,LOW
0.0093,-0.0336,1.0014,1.276,0.591,-1.843,0.192,0.58,0.00397,0.04,0.0,0,8.1,LOW
0.1119,-0.0259,0.9675,-2.854,6.936,3.878,6.0,4.303,0.01547,1.28,0.389,1,69.5,HIGH
0.0366,0.0088,1.0201,0.185,0.829,-2.294,0.876,0.829,0.0084,0.05,0.03,0,17.3,LOW
0.0672,0.0161,0.9957,0.946,0.24,-1.041,0.982,0.279,0.00533,0.04,0.051,0,10.0,LOW
0.0955,0.0618,0.9385,-2.899,2.628,-1.511,0.0,1.213,0.02192,7.47,0.8,1,49.0,MEDIUM
-0.0033,0.0436,0.9793,3.983,-0.789,3.369,6.044,2.679,0.02152,1.13,0.785,1,59.6,MEDIUM
-0.0313,-0.0013,0.9879,0.639,1.143,0.453,0.58,0.512,0.00534,0.1,0.059,0,11.0,LOW
-0.0124,-0.0053,0.9887,-0.017,-1.013,1.581,0.334,0.801,0.0051,0.0,0.031,0,11.3,LOW
0.0209,0.0358,0.9984,-0.637,-0.968,0.47,0.357,0.305,0.00537,0.0,0.0,0,6.5,LOW
-0.0215,0.0187,1.0067,-0.376,-0.303,0.482,0.587,0.0,0.00255,0.07,0.018,0,5.7,LOW
-0.0219,0.0183,1.0112,-0.723,-0.074,-1.027,0.372,0.453,0.007,0.0,0.059,0,9.8,LOW
0.0053,0.0297,1.0049,0.256,-0.73,1.35,0.985,0.56,0.00667,0.0,0.075,0,11.9,LOW
-0.0297,0.0085,0.9962,-0.081,0.301,0.16,0.015,0.544,0.00422,0.0,0.0,0,4.8,LOW
0.011,0.0229,1.0011,-0.163,-1.027,0.382,0.489,0.78,0.0073,0.0,0.0,0,9.1,LOW
-0.0194,-0.0435,0.9948,-0.855,0.318,1.765,0.978,0.292,0.00763,0.05,0.007,0,11.5,LOW
0.0055,0.0115,1.0136,0.906,-1.097,-0.486,0.603,0.615,0.00116,0.0,0.0,0,10.2,LOW
-0.0112,0.0477,0.9887,-1.109,-0.537,0.019,0.491,0.454,0.00043,0.0,0.0,0,8.0,LOW
-0.034,-0.017,1.0024,0.59,1.026,0.161,0.758,0.217,0.00507,0.0,0.04,0,7.9,LOW
0.2029,0.1265,0.9587,-1.664,-1.235,1.233,3.368,3.393,0.02659,4.33,0.908,1,60.1,HIGH
0.0318,-0.0368,0.9927,-0.439,0.275,0.99,0.09,0.349,0.00466,0.15,0.0,0,6.6,LOW
-0.057,0.0931,0.9066,-5.094,-7.276,0.416,3.931,5.961,0.02477,11.23,1.944,1,100.0,CRITICAL
-0.0896,-0.0229,0.8784,-0.776,3.508,2.502,4.528,2.074,0.00631,5.06,1.128,1,74.9,HIGH
-0.1108,0.0356,0.9619,0.478,-0.827,1.664,2.99,4.129,0.00307,1.83,0.779,1,47.5,MEDIUM
0.0037,0.0307,0.99,0.624,-1.386,0.988,0.51,0.654,0.00457,0.0,0.0,0,10.7,LOW
-0.0313,-0.0219,0.9917,-1.174,0.445,0.243,0.361,0.42,0.00774,0.07,0.0,0,9.2,LOW
-0.1151,-0.0374,0.9782,-1.255,-0.488,-8.151,1.742,2.834,0.0285,4.19,0.456,1,54.3,MEDIUM
0.0379,-0.0242,1.0024,-0.693,0.153,0.486,0.302,0.0,0.0078,0.11,0.0,0,5.5,LOW
-0.0224,0.039,1.0021,-0.848,0.65,0.452,0.44,0.645,0.00673,0.19,0.0,0,8.9,LOW
-0.0755,-0.0233,1.0073,1.293,0.111,0.205,0.06,0.279,0.00597,0.11,0.008,0,6.8,LOW
0.011,0.0007,0.9991,0.393,2.03,-0.034,0.444,0.241,0.00326,0.09,0.0,0,7.2,LOW
0.0047,0.0415,1.0041,-0.939,-0.374,1.426,0.634,0.802,0.00653,0.09,0.082,0,11.7,LOW
0.0116,-0.0182,0.9813,1.799,-0.672,-1.439,0.698,0.986,0.00628,0.14,0.0,0,16.2,LOW
-0.0156,0.0272,0.979,-1.319,0.859,0.194,0.438,1.434,0.00676,0.07,0.086,0,16.7,LOW
-0.0797,0.0017,1.0069,3.48,0.286,-0.127,0.696,0.742,0.00579,0.0,0.0,0,14.1,LOW
0.0,-0.0355,1.0115,-1.029,-1.026,-1.39,1.012,0.359,0.0023,0.0,0.0,0,11.5,LOW
-0.0398,0.0027,1.0044,0.062,0.301,-0.885,0.71,0.736,0.00755,0.0,0.0,0,10.3,LOW
-0.015,-0.0016,1.0012,-0.895,-0.567,-0.72,0.61,0.137,0.00399,0.0,0.0,0,6.3,LOW
0.0061,0.0132,1.0062,-1.379,0.562,0.122,0.28,0.494,0.00297,0.0,0.0,0,7.5,LOW
0.0035,0.0202,0.9942,-0.942,2.854,-0.796,0.0,0.479,0.00877,0.0,0.0,0,10.4,LOW
0.0097,0.0257,0.929,9.439,-0.098,3.09,1.51,2.915,0.02612,0.0,0.907,1,59.2,MEDIUM
-0.0387,0.031,1.0174,0.589,1.797,-0.399,0.001,0.124,0.0083,0.0,0.006,0,9.4,LOW
-0.0063,0.013,1.0085,-1.734,-0.459,0.032,0.675,1.017,0.00364,0.0,0.0,0,12.3,LOW
-0.0234,-0.0034,0.9875,-1.348,-0.941,1.474,0.611,0.993,0.00613,0.05,0.0,0,14.2,LOW
0.045,-0.0412,0.9838,-0.39,-2.442,1.913,0.497,0.722,0.00383,0.18,0.01,0,14.4,LOW
-0.1854,-0.0654,1.0173,2.374,6.143,3.902,6.373,5.597,0.02218,4.7,1.508,1,86.4,CRITICAL
-0.0159,0.0212,0.856,-0.759,-2.494,2.263,4.276,2.55,0.04029,9.27,0.694,1,95.4,CRITICAL
0.0187,0.0069,1.0,0.651,1.532,2.383,0.431,0.365,0.0071,0.0,0.05,0,9.9,LOW
0.0444,-0.0275,1.0117,0.161,-1.237,0.227,0.535,0.623,0.0042,0.03,0.001,0,10.2,LOW
0.0019,0.0143,0.977,-0.807,0.521,-0.124,0.387,0.235,0.00463,0.0,0.0,0,9.9,LOW
0.0201,0.0284,1.0132,0.612,-0.23,0.745,0.406,0.0,0.00706,0.09,0.041,0,8.3,LOW
0.0151,-0.0003,1.0069,1.917,0.757,0.042,0.451,0.093,0.00468,0.15,0.0,0,8.4,LOW
0.0223,0.0169,0.9948,0.29,0.924,-0.205,0.546,0.788,0.00513,0.11,0.0,0,9.6,LOW
-0.057,-0.0104,0.9956,0.391,0.215,-0.277,0.198,0.78,0.004,0.0,0.0,0,6.8,LOW
0.0279,0.0206,1.0078,-0.258,0.272,0.863,1.17,0.372,0.00463,0.12,0.0,0,10.8,LOW
0.0234,0.0102,1.0002,-0.049,-0.229,0.308,0.403,0.553,0.01056,0.0,0.0,0,7.6,LOW
-0.0334,0.0057,0.9939,-1.025,0.692,2.047,0.586,0.562,0.00388,0.03,0.0,0,10.6,LOW
-0.0434,-0.0269,1.0024,-0.077,1.321,-0.314,0.288,0.855,0.00376,0.04,0.0,0,8.3,LOW
0.2756,0.0151,0.9733,-4.252,-1.139,2.546,2.063,4.47,0.00369,0.0,0.255,1,41.5,MEDIUM
0.0163,-0.0121,1.0153,0.453,0.405,0.881,0.762,0.832,0.00403,0.0,0.041,0,12.5,LOW
-0.0199,0.0031,0.9939,0.79,1.368,-1.176,0.548,0.057,0.00701,0.03,0.079,0,9.2,LOW
0.0347,-0.0426,0.994,0.837,0.216,0.261,0.223,0.355,0.0055,0.03,0.0,0,6.6,LOW
0.0308,-0.0147,0.995,-0.372,0.021,-1.476,0.458,0.858,0.00585,0.12,0.063,0,10.9,LOW
0.0239,-0.0024,1.0037,-1.327,1.127,0.364,0.508,0.15,0.00497,0.0,0.084,0,8.0,LOW
-0.0046,0.0292,0.9961,0.736,1.251,-1.374,0.506,0.0,0.00506,0.02,0.14,0,8.1,LOW
-0.0226,0.0088,0.9974,-0.887,-0.15,-2.089,0.583,0.182,0.00291,0.1,0.0,0,8.1,LOW
-0.0354,0.0046,0.9875,-0.349,0.57,-0.383,0.638,0.164,0.00441,0.0,0.0,0,8.2,LOW
0.0042,0.0437,0.9918,-0.584,-1.86,1.17,0.0,0.0,0.00507,0.17,0.0,0,6.9,LOW
0.0,-0.0047,1.0086,-0.351,-0.259,-0.724,0.611,1.149,0.0033,0.0,0.026,0,11.1,LOW
-0.0098,0.0315,1.0056,-0.373,1.188,1.826,0.875,0.37,0.00354,0.0,0.018,0,10.6,LOW
-0.037,0.0092,1.0036,-1.528,-0.087,-1.297,0.15,0.306,0.00748,0.06,0.0,0,7.9,LOW
-0.002,0.0102,0.9862,-1.745,-1.016,-0.827,0.249,0.0,0.0078,0.03,0.04,0,9.6,LOW
-0.0454,0.0065,1.0069,1.487,0.988,-0.744,0.612,0.333,0.00157,0.0,0.0,0,8.5,LOW
-0.015,0.0327,0.872,6.936,7.736,3.865,6.566,3.078,0.01804,3.92,0.356,1,95.8,CRITICAL
-0.0101,-0.033,1.0052,-1.088,0.138,0.788,0.934,0.3,0.00435,0.05,0.037,0,9.6,LOW
-0.0546,-0.0928,0.9069,-5.303,6.458,5.724,1.98,5.137,0.02481,6.18,0.793,1,86.0,CRITICAL
-0.0051,0.0257,1.0026,-0.001,1.063,0.806,0.425,0.561,0.00154,0.0,0.0,0,6.9,LOW
0.0119,-0.0145,1.0099,-0.986,1.307,-0.65,0.516,0.347,0.0087,0.01,0.0,0,10.7,LOW
-0.0459,0.0144,1.0015,-0.843,-0.689,-0.446,1.027,0.432,0.00151,0.0,0.0,0,8.4,LOW
-0.0189,0.0152,0.9942,1.446,-0.908,2.783,0.459,0.018,0.00324,0.0,0.0,0,8.9,LOW
-0.0293,0.0107,0.9995,-1.557,-0.079,0.921,0.54,0.595,0.00224,0.18,0.0,0,8.4,LOW
0.0354,0.0288,1.0108,-0.269,0.208,-0.488,0.0,0.719,0.00549,0.0,0.0,0,7.6,LOW
-0.0025,-0.0023,1.0155,-0.027,-0.26,1.884,0.463,1.014,0.00493,0.08,0.0,0,13.5,LOW
-0.0628,0.0391,1.0189,1.029,0.09,-2.009,0.24,0.867,0.00454,0.0,0.0,0,13.0,LOW
-0.0719,0.0073,0.9678,2.071,-3.445,-4.96,3.564,3.813,0.01063,4.85,0.567,1,61.2,HIGH
0.0702,-0.0582,0.9552,0.257,2.257,6.105,5.485,2.39,0.02658,8.47,1.764,1,84.0,CRITICAL
-0.0273,0.0075,0.9962,0.492,1.303,0.242,0.929,1.018,0.00975,0.0,0.0,0,13.6,LOW
-0.0166,-0.0589,1.0053,-1.502,-1.627,-1.802,0.647,0.637,0.00373,0.0,0.103,0,12.1,LOW
0.0159,0.0106,1.0083,0.351,-0.983,1.15,0.306,0.413,0.00502,0.0,0.033,0,8.5,LOW
0.0476,0.0013,0.9927,0.31,-0.056,0.489,0.879,0.439,0.00609,0.0,0.025,0,9.6,LOW
-0.0006,0.0499,0.9918,0.398,0.121,-1.199,0.0,0.463,0.00585,0.1,0.028,0,7.5,LOW
-0.0456,-0.0253,0.9938,-1.596,-0.297,-1.104,1.088,0.618,0.00233,0.17,0.0,0,12.0,LOW
0.0021,-0.005,0.9817,5.385,1.674,2.985,1.122,1.787,0.00176,9.74,0.836,1,49.1,MEDIUM
-0.0312,0.012,1.0066,-0.704,0.175,-0.639,0.478,0.606,0.00676,0.11,0.06,0,9.7,LOW
0.0024,0.0472,1.0038,6.48,-3.548,-8.78,4.004,2.608,0.02746,2.33,1.15,1,63.1,HIGH
-0.0179,-0.0609,0.9896,-10.313,1.074,4.265,0.207,5.391,0.03285,3.23,0.98,1,62.5,HIGH
0.0014,0.0462,0.9908,0.076,-1.614,-0.655,0.51,0.355,0.00648,0.0,0.0,0,9.9,LOW
0.2809,-0.0125,0.9356,-4.773,-4.935,4.895,1.842,3.673,0.03087,5.73,0.876,1,72.7,HIGH
0.0033,0.0685,1.0058,1.073,1.092,-0.295,0.885,0.259,0.00635,0.0,0.08,0,10.4,LOW
0.0263,0.0266,1.0176,0.63,1.365,-1.828,0.343,0.456,0.0026,0.14,0.063,0,11.6,LOW
-0.0021,-0.0305,0.993,-0.364,-1.804,0.422,1.061,0.352,0.00621,0.03,0.022,0,11.9,LOW
-0.0053,0.0418,1.0031,-0.329,0.224,-0.838,0.2,0.0,0.00455,0.0,0.039,0,4.4,LOW
-0.044,0.0408,0.9448,3.144,-6.265,-2.604,3.943,0.0,0.01705,9.19,1.383,1,68.4,HIGH
0.0608,-0.0141,1.0068,0.299,-0.585,0.058,0.314,0.656,0.01079,0.01,0.0,0,9.5,LOW
-0.0317,0.0309,0.994,0.528,1.406,1.606,0.527,0.489,0.00627,0.0,0.0,0,10.4,LOW
-0.0621,0.0941,1.0071,-2.756,-1.852,-1.558,5.729,2.328,0.03915,6.81,0.701,1,68.0,HIGH
-0.0275,-0.0199,1.0089,-1.406,-0.691,-0.777,0.399,0.592,0.00384,0.08,0.0,0,9.7,LOW
0.0138,0.0486,0.9911,-1.614,-0.551,0.692,0.16,0.078,0.00375,0.0,0.011,0,6.7,LOW
-0.0002,-0.0355,1.0027,-0.434,0.898,0.363,0.389,0.293,0.00574,0.03,0.0,0,6.6,LOW
0.0167,-0.0234,0.9891,0.161,1.24,0.658,0.436,0.274,0.00379,0.19,0.056,0,8.9,LOW
0.0116,-0.0066,0.9931,0.076,0.7,0.585,0.916,0.719,0.00581,0.0,0.0,0,11.0,LOW
-0.0162,0.003,1.0047,0.839,-1.302,1.005,0.416,0.284,0.00379,0.0,0.0,0,7.6,LOW
-0.1724,0.0496,0.9554,8.729,3.054,5.632,6.787,3.165,0.01011,7.36,0.901,1,87.2,CRITICAL
0.0068,-0.0374,0.9939,-0.282,-2.27,1.285,0.715,0.0,0.01052,0.0,0.056,0,11.5,LOW
